# Column descriptions:
# id	Object ID, according to EcoCyc
# flux-avg	A floating point number in mmol/g DCW/h units
# flux-std	A floating point number in mmol/g DCW/h units
id	flux-avg	flux-std
DNA-LIGASE-NAD+-RXN	-2.7230766357346865e-19	6.098300109897053e-17
DSBD-RXN	1.4965531707582287e-22	6.499935473198427e-20
DSBDC-RXN	4.761460959645669e-21	2.0789418201823653e-18
DSERDEAM-RXN	0.0	0.0
DTDPDEHYDRHAMEPIM-RXN	0.0	0.0
DTDPDEHYRHAMREDUCT-RXN	0.0	0.0
DTDPGLUCDEHYDRAT-RXN	0.0	0.0
DTDPGLUCOSEPP-RXN	0.0	0.0
DTDPKIN-RXN	0.06230724176977491	0.01246370783918485
DTMPKI-RXN	0.0640364432507572	0.012933799819456518
DUDPKIN-RXN	0.0035371502935023762	0.005912055222651645
DURIDKI-RXN	0.0282742692982857	0.07469686739069195
DUTP-PYROP-RXN	0.006220306380220168	0.007618667119537725
DXPREDISOM-RXN	-0.2914270270779929	4.71670614249613
DXS-RXN	0.2922267818090788	4.716737092454378
ENOYL-ACP-REDUCT-NADH-RXN	-0.2501416977383477	0.43682392740723464
ENOYL-ACP-REDUCT-NADPH-RXN	-1.0215249385652936	1.2562206720656965
ENOYL-COA-DELTA-ISOM-RXN	2.0261817613575853e-18	9.710846558283794e-16
ENOYL-COA-HYDRAT-RXN	-8.637128710900424e-21	2.822066899317887e-16
ENTDB-RXN	0.0	0.0
ENTF-RXN	0.0008611920930151697	0.0007825320368301274
ENTG-RXN	0.000440412693962863	0.0001886372912635825
ENTMULTI-RXN	6.821745788377817e-08	2.130094771202608e-05
ENVZ-RXN	0.0	0.0
ERYTH4PDEHYDROG-RXN	0.00037380635820694183	0.00015106077448995742
ERYTHRON4PDEHYDROG-RXN	0.00037380635820694183	0.00015106077448995742
ETHAMLY-RXN	0.02598064123057392	0.030971693484758936
EVGA-RXN	0.0	0.0
F16ALDOLASE-RXN	-0.32837005609765973	2.637796006163103
F16BDEPHOS-RXN	0.6742886516406111	2.548787138218501
FAD-OX-RXN	0.0	0.0
FAD-RED-RXN	0.0	0.0
FADSYN-RXN	0.0007911563754019502	0.0003175250451180013
FCLEPIM-RXN	0.0	0.0
FCLREDUCT-RXN	0.0	0.0
FERREDOXIN--NAD+-REDUCTASE-RXN	-8.874607176395481e-05	4.072438678090419e-05
FGAMSYN-RXN	0.5287708690186583	0.09827482016886363
FHLMULTI-RXN	0.06506563883784636	1.5799388601814068
FLAVONADPREDUCT-RXN	-6.323010499151255	34.462446123551736
FMN-OX-RXN	0.0	0.0
FMN-RED-RXN	0.0	0.0
FORMATEDEHYDROG-RXN	0.02329230059083204	0.33803918996790516
FORMYLTHFDEFORMYL-RXN	2.4377473565303904	2.813279135084908
FPPSYN-RXN	0.026837465405505054	0.4288061361584211
FRUCTOKINASE-RXN	0.0145506588690024	0.019301323725821915
FUC4NACTRANS-RXN	0.0	0.0
FUCISOM-RXN	0.0	0.0
FUCPALDOL-RXN	0.0	0.0
FUCULOKIN-RXN	0.0	0.0
FUMHYDR-RXN	4.722013311999825	9.884703822957032
GABATRANSAM-RXN	0.015171321206370098	1.531823335817932
GALACTARDEHYDRA-RXN	0.0	0.0
GALACTOACETYLTRAN-RXN	0.0	0.0
GALACTOKIN-RXN	0.0	0.0
GALACTONDEHYDRAT-RXN	0.0	0.0
GALACTONOLACTONASE-RXN	0.0	0.0
GALACTURIDYLYLTRANS-RXN	0.0	0.0
GALACTUROISOM-RXN	0.0	0.0
GALPMUT-RXN	0.0	0.0
GAMMA-GLUTAMYLTRANSFERASE-RXN	0.0	0.0
